news agency,title,link
Tribune,Toyota to launch its own automotive software platform by 2025,https://tribune.com.pk/story/2337076/toyota-to-launch-its-own-automotive-software-platform-by-2025
Tribune,Daimler expects chips to remain scarce in 2022,https://tribune.com.pk/story/2337074/daimler-expects-chips-to-remain-scarce-in-2022
Tribune,Beijing seals off its Olympic 'bubble',https://tribune.com.pk/story/2337114/beijing-seals-off-its-olympic-bubble
Tribune,Data weighs heavily as transfer window opens,https://tribune.com.pk/story/2337119/data-weighs-heavily-as-transfer-window-opens
Tribune,Shaw questions Man Utd's commitment,https://tribune.com.pk/story/2337113/shaw-questions-man-utds-commitment
Tribune,‘Exemption permission': Djokovic heading to Australian Open,https://tribune.com.pk/story/2337115/exemption-permission-djokovic-heading-to-australian-open
Tribune,Mbappe hat-trick fires PSG into French Cup last 16,https://tribune.com.pk/story/2337111/mbappe-hat-trick-fires-psg-into-french-cup-last-16
Tribune,Opposition has a field day as ‘mini-budget’ tabled in Senate,https://tribune.com.pk/story/2337130/opposition-has-a-field-day-as-mini-budget-tabled-in-senate
Tribune,Govt stiffens travel rules as fifth Covid wave intensifies,https://tribune.com.pk/story/2337133/govt-stiffens-travel-rules-as-fifth-covid-wave-intensifies
Tribune,Pakistan's 1st visually impaired diplomat set to publish book on IIOJK abuses,https://tribune.com.pk/story/2337123/pakistans-1st-visually-impaired-diplomat-set-to-publish-book-on-iiojk-abuses
Tribune,"Uzair Baloch, MQM’s Sheru acquitted in Rangers officials murder case",https://tribune.com.pk/story/2337129/uzair-baloch-mqms-sheru-acquitted-in-rangers-officials-murder-case
Tribune,Pakistan assails online 'auction' of Muslim women in India,https://tribune.com.pk/story/2337121/pakistan-assails-online-auction-of-muslim-women-in-india
Tribune,Inflation challenge,https://tribune.com.pk/story/2336967/inflation-challenge
Tribune,Muslim women ‘auction’,https://tribune.com.pk/story/2336968/muslim-women-auction
Tribune,Reading in a new world,https://tribune.com.pk/story/2336970/reading-in-a-new-world
Tribune,Reflecting on a decade,https://tribune.com.pk/story/2336956/reflecting-on-a-decade
Tribune,Dread and the fugitive mind,https://tribune.com.pk/story/2336961/dread-and-the-fugitive-mind
Tribune,A bitter truth,https://tribune.com.pk/story/2336963/a-bitter-truth
Tribune,"PTI to extend full cooperation to ECP in foreign funding case, says Asad Umar",https://tribune.com.pk/story/2337077/pti-to-extend-full-cooperation-to-ecp-in-foreign-funding-case-says-asad-umar
Tribune,PTI opposes open hearing of foreign funding case,https://tribune.com.pk/story/2282397/pti-opposes-open-hearing-of-foreign-funding-case
Dawn,Noor Mukadam murder: Court rejects plea to form medical board on Zahir Jaffer's mental state,https://www.dawn.com/news/1667767/noor-mukadam-murder-court-rejects-plea-to-form-medical-board-on-zahir-jaffers-mental-state
Dawn,"Martyrs' blood went into Pak-Afghan border fencing, will continue as planned: DG ISPR",https://www.dawn.com/news/1667785/martyrs-blood-went-into-pak-afghan-border-fencing-will-continue-as-planned-dg-ispr
Dawn,"2 soldiers martyred, as many terrorists killed in IBOs in KP: ISPR",https://www.dawn.com/news/1667805/2-soldiers-martyred-as-many-terrorists-killed-in-ibos-in-kp-ispr
Dawn,Khalid Maqbool says MQM to raise PML-N's reservations on 'mini-budget' with govt,https://www.dawn.com/news/1667794/khalid-maqbool-says-mqm-to-raise-pml-ns-reservations-on-mini-budget-with-govt
Dawn,Captain Elgar defies Indian bowlers as South Africa launch tough chase in second Test,https://www.dawn.com/news/1667804/captain-elgar-defies-indian-bowlers-as-south-africa-launch-tough-chase-in-second-test
Dawn,"Pakistani airlines expected to get nod for UK, EU operations after clearing ICAO safety audit: CAA",https://www.dawn.com/news/1667782/pakistani-airlines-expected-to-get-nod-for-uk-eu-operations-after-clearing-icao-safety-audit-caa
Dawn,Taliban order Afghan shop owners to behead mannequins,https://www.dawn.com/news/1667800/taliban-order-afghan-shop-owners-to-behead-mannequins
Dawn,"PM Imran welcomes ECP scrutiny of PTI's funding, says it will lead to more 'factual clarity' for the nation",https://www.dawn.com/news/1667772/pm-imran-welcomes-ecp-scrutiny-of-ptis-funding-says-it-will-lead-to-more-factual-clarity-for-the-nation
Dawn,"Hong Kong bans flights from 8 countries, including Pakistan, as authorities fear fifth Covid wave",https://www.dawn.com/news/1667784/hong-kong-bans-flights-from-8-countries-including-pakistan-as-authorities-fear-fifth-covid-wave
Dawn,"Bangladesh create history, crush world champions New Zealand in one of cricket's biggest upsets",https://www.dawn.com/news/1667769/bangladesh-create-history-crush-world-champions-new-zealand-in-one-of-crickets-biggest-upsets
Dawn,"Justice Ayesha's SC appointment: Seniority not legal requirement, nor convention, says Women in Law Pakistan",https://www.dawn.com/news/1667773/justice-ayeshas-sc-appointment-seniority-not-legal-requirement-nor-convention-says-women-in-law-pakistan
Dawn,Rain continues in Karachi for second day as weather remains chilly,https://www.dawn.com/news/1667770/rain-continues-in-karachi-for-second-day-as-weather-remains-chilly
Dawn,"PTI tried to keep lid on foreign accounts, reveals ECP",https://www.dawn.com/news/1667665/pti-tried-to-keep-lid-on-foreign-accounts-reveals-ecp
Dawn,Mini-budget laid before Senate amid opposition protest,https://www.dawn.com/news/1667663/mini-budget-laid-before-senate-amid-opposition-protest
Dawn,"Audio leak brings PML-N, govt face to face",https://www.dawn.com/news/1667659/audio-leak-brings-pml-n-govt-face-to-face
Dawn,Justice Qazi Faez Isa asks CJP to determine criteria for nomination to SC,https://www.dawn.com/news/1667673/justice-qazi-faez-isa-asks-cjp-to-determine-criteria-for-nomination-to-sc
Dawn,Forced marriages only,https://www.dawn.com/news/1667744/forced-marriages-only
Dawn,Senate chairman refers rulers’ foreign visits to house panel,https://www.dawn.com/news/1667679/senate-chairman-refers-rulers-foreign-visits-to-house-panel
Dawn,UN praises Pakistan for carrying out registration of 1.4m Afghan refugees,https://www.dawn.com/news/1667682/un-praises-pakistan-for-carrying-out-registration-of-14m-afghan-refugees
Dawn,Uzair Baloch acquitted in Rangers killing case for ‘lack of evidence’,https://www.dawn.com/news/1667703/uzair-baloch-acquitted-in-rangers-killing-case-for-lack-of-evidence
The News Intl,"Amid rising Omicron cases in Pakistan, ministers urge vaccination, wearing masks",https://www.thenews.com.pk/latest/922738-amid-rising-omicron-cases-in-pakistan-ministers-urge-vaccination-wearing-masks
The News Intl,Maryam Nawaz warns PM Imran Khan to 'get ready for accountability',https://www.thenews.com.pk/latest/922741-maryam-nawaz-warns-pm-imran-khan-to-get-ready-for-accountability
The News Intl,Noor Mukadam murder: Court rejects plea seeking formation of medical board for Zahir Jaffer's mental assessment,https://www.thenews.com.pk/latest/922744-noor-mukadam-murder-court-rejects-plea-seeking-formation-of-medical-board-for-zahir-jaffers-mental-assessment
The News Intl,"PM Imran welcomes ECP's scrutiny of PTI's funding, says it will bring 'factual clarity'",https://www.thenews.com.pk/latest/922717-pm-imran-welcomes-ecp-scrutiny-of-ptis-funding-says-it-will-bring-factual-clarity
The News Intl,"Pakistan logs almost 900 new coronavirus cases, five deaths in 24 hours",https://www.thenews.com.pk/latest/922713-pakistan-logs-almost-900-new-coronavirus-cases-five-deaths-in-24-hours
The News Intl,'Baseless speculations': DG ISPR on reports of deal with Nawaz Sharif,https://www.thenews.com.pk/latest/922694-live-dg-ispr-addresses-press-conference
The News Intl,"Pakistani airlines to resume flights to US, EU soon as CAA clears ICAO safety audit",https://www.thenews.com.pk/latest/922685-pakistani-airlines-to-resume-flights-to-us-eu-soon-as-caa-clears-icao-safety-audit
The News Intl,World must take action as India brazenly violating UNSC resolutions on Kashmir: PM Imran Khan,https://www.thenews.com.pk/latest/922674-world-must-take-action-as-india-brazenly-violating-unsc-resolutions-on-kashmir-pm-imran
The News Intl,Karachi rain update: Met office forecasts heavy showers on Thursday night,https://www.thenews.com.pk/latest/922673-karachi-weather-update-met-office-forecasts-more-rains-today
Tribune,"Pak-Afghan border fence 'to keep people safe, not divide them,' says DG ISPR",https://tribune.com.pk/story/2337264/pak-afghan-border-fence-to-keep-people-safe-not-divide-them-says-dg-ispr
Tribune,"Omicron spreading at rapid pace, warns NCOC chief",https://tribune.com.pk/story/2337261/omicron-spreading-at-rapid-pace-warns-ncoc-chief
Tribune,PM Imran 'welcomes' ECP scrutiny of PTI's funding,https://tribune.com.pk/story/2337257/pm-imran-welcomes-ecp-scrutiny-of-ptis-funding
Tribune,Court rejects plea seeking formation of medical board to ascertain Zahir's mental status,https://tribune.com.pk/story/2337280/court-rejects-plea-seeking-formation-of-medical-board-to-ascertain-zahirs-mental-status
Tribune,PM Imran told to step down over ECP report,https://tribune.com.pk/story/2337321/pm-imran-told-to-step-down-over-ecp-report
Tribune,"‘I felt it, did not see it’, Meesha says of harassment incident during court hearing",https://tribune.com.pk/story/2337248/i-felt-it-did-not-see-it-meesha-says-of-harassment-incident-during-court-hearing
Tribune,EXCLUSIVE: Hefty salaries of PCB officials revealed,https://tribune.com.pk/story/2337268/exclusive-hefty-salaries-of-pcb-officials-revealed
Tribune,"Eight police and national guard troops dead, 317 injured during unrest in Kazakhstan",https://tribune.com.pk/story/2337322/eight-police-and-national-guard-troops-dead-317-injured-during-unrest-in-kazakhstan
Tribune,Ex-UK defence secretary told to ‘burn’ memo on 'illegal' Iraq war,https://tribune.com.pk/story/2337298/ex-uk-defence-secretary-told-to-burn-memo-on-illegal-iraq-war
Tribune,Two soldiers martyred in K-P anti-terror operations,https://tribune.com.pk/story/2337320/two-soldiers-martyred-in-k-p-anti-terror-operations
Tribune,FIA arrests blackmailers stalking couples in Karachi University,https://tribune.com.pk/story/2337318/fia-arrests-blackmailers-stalking-couples-in-karachi-university
Tribune,Tabish Hashmi reveals he turned down offer to work with Moin Akhtar,https://tribune.com.pk/story/2337273/tabish-hashmi-reveals-he-turned-down-offer-to-work-with-moin-akhtar
Tribune,Danyal Zafar has found a fan in Bollywood diva Sushmita Sen,https://tribune.com.pk/story/2337250/danyal-zafar-has-found-a-fan-in-bollywood-diva-sushmita-sen
Tribune,Priyanka Chopra becomes Bollywood’s most-followed celebrity on Instagram,https://tribune.com.pk/story/2337270/priyanka-chopra-becomes-bollywoods-most-followed-celebrity-on-instagram
Tribune,"Keanu set for TV debut with Leonardo DiCaprio, Martin Scorsese production",https://tribune.com.pk/story/2337271/keanu-set-for-tv-debut-with-leonardo-dicaprio-martin-scorsese-production
Tribune,"Mystery donor helps UK boy get £10,000 bionic 'Iron Man' arm",https://tribune.com.pk/story/2337249/mystery-donor-helps-uk-boy-get-10000-bionic-iron-man-arm
Tribune,Market watch: KSE-100 inches up in volatile trading,https://tribune.com.pk/story/2337297/market-watch-kse-100-inches-up-in-volatile-trading
Tribune,Oil holds near $80 after OPEC+ output hike decision,https://tribune.com.pk/story/2337284/oil-holds-near-80-after-opec-output-hike-decision
Tribune,Policy withdrawal draws criticism,https://tribune.com.pk/story/2337151/policy-withdrawal-draws-criticism
Tribune,Technical glitch hits private bank,https://tribune.com.pk/story/2337167/technical-glitch-hits-private-bank-1
Tribune,Poor response to electric vehicles policy,https://tribune.com.pk/story/2337165/poor-response-to-electric-vehicles-policy
Tribune,Indian police make first arrest in alleged online abuse of Muslim women,https://tribune.com.pk/story/2337256/indian-police-make-first-arrest-in-alleged-online-abuse-of-muslim-women
Tribune,EU bans cancer threat chemicals in tattoo ink,https://tribune.com.pk/story/2337319/eu-bans-cancer-threat-chemicals-in-tattoo-ink
Tribune,"Kazakh protesters torch public buildings; emergency declared, Cabinet resigns",https://tribune.com.pk/story/2337291/kazakh-protesters-torch-public-buildings-emergency-declared-cabinet-resigns
Tribune,Kremlin warns against outside interference in Kazakhstan,https://tribune.com.pk/story/2337313/kremlin-warns-against-outside-interference-in-kazakhstan
Tribune,Samsung vs Apple: Who is the winner of 2021?,https://tribune.com.pk/story/2337269/samsung-vs-apple-who-is-the-winner-of-2021
Tribune,Hyundai says 'metamobility' will link real and virtual worlds in the future,https://tribune.com.pk/story/2337244/hyundai-says-metamobility-will-link-real-and-virtual-worlds-in-the-future
Tribune,Sony teases details of next-gen VR headset,https://tribune.com.pk/story/2337243/sony-teases-details-of-next-gen-vr-headset
Tribune,Samsung likely to report best Q4 profit on solid chip demand,https://tribune.com.pk/story/2337233/samsung-likely-to-report-best-q4-profit-on-solid-chip-demand
Tribune,Juve face key month as Serie A restarts,https://tribune.com.pk/story/2337285/juve-face-key-month-as-serie-a-restarts
Tribune,Eriksen sets sights on World Cup return,https://tribune.com.pk/story/2337287/eriksen-sets-sights-on-world-cup-return
Tribune,Xavi tells Dembele to stick with Barcelona,https://tribune.com.pk/story/2337290/xavi-tells-dembele-to-stick-with-barcelona
Tribune,Security fears loom over AFCON,https://tribune.com.pk/story/2337282/security-fears-loom-over-afcon
Tribune,Beijing's smog casts pall over 'green' Winter Games,https://tribune.com.pk/story/2337281/beijings-smog-casts-pall-over-green-winter-games
Tribune,PM Imran inaugurates 293km long Hakla-DI Khan Motorway,https://tribune.com.pk/story/2337253/pm-imran-inaugurates-293km-long-hakla-di-khan-motorway
Tribune,ICAO lifts ban on Pakistani airlines after successful safety audit,https://tribune.com.pk/story/2337293/icao-lifts-ban-on-pakistani-airlines-after-successful-safety-audit
Tribune,"Hong Kong bans flights from Pakistan, 7 other countries amid fears of fifth Covid wave",https://tribune.com.pk/story/2337289/hong-kong-bans-flights-from-pakistan-7-other-countries-amid-fears-of-fifth-covid-wave
Tribune,"Time for UN to act on human rights violations in IIOJK, says TeK UK",https://tribune.com.pk/story/2337263/time-for-un-to-act-on-human-rights-violations-in-iiojk-says-tek-uk
Tribune,Top court grants bail to blasphemy accused jailed for four years,https://tribune.com.pk/story/2337296/top-court-grants-bail-to-blasphemy-accused-jailed-for-four-years
Tribune,K-P reports its first case of Omicron amid fears of fifth Covid wave,https://tribune.com.pk/story/2337295/k-p-reports-its-first-case-of-omicron-amid-fears-of-fifth-covid-wave
Tribune,Army to be called in for second phase of K-P LG polls,https://tribune.com.pk/story/2337294/army-to-be-called-in-for-second-phase-of-k-p-lg-polls
Tribune,Customs officials seize over 100kg of heroin at Torkham border,https://tribune.com.pk/story/2337274/customs-officials-seize-over-100kg-of-heroin-at-torkham-border
Tribune,Make SAARC a success,https://tribune.com.pk/story/2337144/make-saarc-a-success
Tribune,Tax collection,https://tribune.com.pk/story/2337146/tax-collection-1
Tribune,State of govt hospitals,https://tribune.com.pk/story/2337148/state-of-govt-hospitals
Tribune,Time to listen to Naseeruddin Shah,https://tribune.com.pk/story/2337136/time-to-listen-to-naseeruddin-shah
Tribune,Covid-19: beyond Omicron,https://tribune.com.pk/story/2337138/covid-19-beyond-omicron
Tribune,What does the future hold for Muslim countries?,https://tribune.com.pk/story/2337140/what-does-the-future-hold-for-muslim-countries
Tribune,Military terms NSP ‘important milestone’ in meeting emerging challenges,https://tribune.com.pk/story/2336032/military-terms-nsp-important-milestone-in-meeting-emerging-challenges
Tribune,"Pakistan, Afghanistan reach consensus to resolve border fencing issue",https://tribune.com.pk/story/2335475/pakistan-afghanistan-reach-consensus-to-resolve-border-fencing-issue
Tribune,Karachi Transformation Plan: COAS lauds synergised efforts of stakeholders,https://tribune.com.pk/story/2333706/karachi-transformation-plan-coas-lauds-synergised-efforts-of-stakeholders
Tribune,Macron says he wants to 'piss off' the non-vaccinated,https://tribune.com.pk/story/2337288/macron-says-he-wants-to-piss-off-the-non-vaccinated
Dawn,'Who had the right to record me?': Maryam demands apology for 'phone tapping',https://www.dawn.com/news/1667979/who-had-the-right-to-record-me-maryam-demands-apology-for-phone-tapping
Dawn,NSA Moeed Yusuf to visit Kabul soon amid border tension,https://www.dawn.com/news/1667987/nsa-moeed-yusuf-to-visit-kabul-soon-amid-border-tension
Dawn,JCP approves Justice Ayesha Malik's elevation to Supreme Court,https://www.dawn.com/news/1667975/jcp-approves-justice-ayesha-maliks-elevation-to-supreme-court
Dawn,South Africa skipper guides team to victory against India in second Test,https://www.dawn.com/news/1667989/south-africa-skipper-guides-team-to-victory-against-india-in-second-test
Dawn,Mohammad Rizwan bags PCB's Most Valuable Cricketer of the Year award,https://www.dawn.com/news/1667984/mohammad-rizwan-bags-pcbs-most-valuable-cricketer-of-the-year-award
Dawn,Noor Mukadam murder: Court says plea on Zahir's mental state filed 'to get rid of criminal liability',https://www.dawn.com/news/1667982/noor-mukadam-murder-court-says-plea-on-zahirs-mental-state-filed-to-get-rid-of-criminal-liability
Dawn,President Alvi tests positive for Covid-19 for a second time,https://www.dawn.com/news/1667976/president-alvi-tests-positive-for-covid-19-for-a-second-time
Dawn,"Asad Umar rules out lockdown 'for now' as daily infections surpass 1,000 mark",https://www.dawn.com/news/1667959/asad-umar-rules-out-lockdown-for-now-as-daily-infections-surpass-1000-mark
Dawn,"Nawaz Sharif neither wants a deal nor interested in any such dialogue, says Rana Sanaullah",https://www.dawn.com/news/1667969/nawaz-sharif-neither-wants-a-deal-nor-interested-in-any-such-dialogue-says-rana-sanaullah
Dawn,"Intermittent rain, isolated thunderstorms expected in Karachi today: Met office",https://www.dawn.com/news/1667962/intermittent-rain-isolated-thunderstorms-expected-in-karachi-today-met-office
Dawn,The Ashes: Patient Khawaja scores century on Test return to pummel England,https://www.dawn.com/news/1667954/the-ashes-patient-khawaja-scores-century-on-test-return-to-pummel-england
Dawn,Novak Djokovic appeals deportation after Australia cancels visa,https://www.dawn.com/news/1667955/novak-djokovic-appeals-deportation-after-australia-cancels-visa
Dawn,Lord Nazir Ahmed convicted of sexual offences,https://www.dawn.com/news/1667852/lord-nazir-ahmed-convicted-of-sexual-offences
Dawn,"Apex court, ECP urged to move against PTI over foreign funding",https://www.dawn.com/news/1667853/apex-court-ecp-urged-to-move-against-pti-over-foreign-funding
Dawn,Modi trapped on flyover after ‘security lapse’,https://www.dawn.com/news/1667903/modi-trapped-on-flyover-after-security-lapse
Dawn,"Pakistan, GCC finalise action plan for strategic dialogue",https://www.dawn.com/news/1667922/pakistan-gcc-finalise-action-plan-for-strategic-dialogue
Dawn,Will Afghan Taliban take any real steps to stop TTP terrorists for Pakistan? Analysts weigh in,https://www.dawn.com/news/1667957/will-afghan-taliban-take-any-real-steps-to-stop-ttp-terrorists-for-pakistan-analysts-weigh-in
Dawn,PFUJ demands apology from PML-N leaders for abusing journalists,https://www.dawn.com/news/1667840/pfuj-demands-apology-from-pml-n-leaders-for-abusing-journalists
Dawn,Trade deficit widens 106pc in July-Dec,https://www.dawn.com/news/1667861/trade-deficit-widens-106pc-in-july-dec
Dawn,"Gwadar, Kech to be declared calamity hit: CM Bizenjo",https://www.dawn.com/news/1667921/gwadar-kech-to-be-declared-calamity-hit-cm-bizenjo
Dawn,"Army, police to guard polling stations in KP LG election next phase",https://www.dawn.com/news/1667876/army-police-to-guard-polling-stations-in-kp-lg-election-next-phase
The News Intl,Relationship with military is 'exemplary': PM Imran Khan,https://www.thenews.com.pk/latest/923001-relationship-with-the-military-is-exemplary-pm-imran-khan
The News Intl,"Rana Sanaullah says Nawaz not ready to be a part of any deal, movement",https://www.thenews.com.pk/latest/923003-rana-sanaullah-says-nawaz-not-ready-to-be-a-part-of-any-deal-movement
The News Intl,Hard to form next govt if PTI fails to win next phase of KP polls: Khattak,https://www.thenews.com.pk/latest/922971-hard-to-form-next-govt-if-pti-fails-to-win-next-phase-of-kp-polls-khattak
The News Intl,Maryam demands JIT probe into PTI's accounts,https://www.thenews.com.pk/latest/922969-pm-imran-khan-tried-to-sabotage-ecp-foreign-funding-probe-maryam-nawaz
The News Intl,President Arif Alvi tests COVID positive again,https://www.thenews.com.pk/latest/922990-president-arif-alvi-tests-covid-positive-again
The News Intl,No intention of imposing lockdown for now: Asad Umar,https://www.thenews.com.pk/latest/922952-no-intention-of-imposing-lockdown-for-now-asad-umar
The News Intl,Fakhar Zaman reveals interesting quirks of fellow cricketers,https://www.thenews.com.pk/latest/922950-fakhar-zaman-reveals-interesting-quirks-of-fellow-cricketers
The News Intl,Maulana Tariq Jamil hails PM Imran's efforts for modeling Pakistan on State of Madina,https://www.thenews.com.pk/latest/922940-maulana-tariq-jamil-hails-pm-imrans-efforts-for-modeling-pakistan-on-state-of-madina
The News Intl,Health expert warns of lockdown in Karachi amid rising COVID-19 cases,https://www.thenews.com.pk/latest/922939-besides-omicron-delta-variant-spreading-in-karachi-warns-jsmu-professor
The News Intl,Murree snowfall update: Rawalpindi admin issues fresh advisory for tourists,https://www.thenews.com.pk/latest/922935-murree-snowfall-update-rawalpindi-admin-issues-fresh-advisory-for-tourists
The News Intl,Karachi weather update: Parts of city receive drizzle amid forecast of moderate rains tonight,https://www.thenews.com.pk/latest/922932-parts-of-karachi-receive-drizzle-amid-forecast-of-intermittent-showers-for-tonight
The News Intl,"Pakistan's daily COVID-19 infections cross 1,000 mark for first time since mid-October",https://www.thenews.com.pk/latest/922929-pakistan-logs-highest-number-of-daily-covid-19-cases-in-almost-three-months
The News Intl,"Winter vacations: Punjab schools to reopen from Jan 7, says Murad Raas",https://www.thenews.com.pk/latest/922930-winter-vacations-punjab-schools-to-reopen-from-jan-7-says-murad-raas
Tribune,PM Imran must step down over ECP ‘damning’ report: Maryam,https://tribune.com.pk/story/2337369/pm-imran-must-step-down-over-ecp-damning-report-maryam
Tribune,JCP okays nomination of Justice Ayesha as top court judge,https://tribune.com.pk/story/2337446/jcp-okays-nomination-of-justice-ayesha-as-top-court-judge
Tribune,"Maryam should seek nation, media's forgiveness over leaked audio clip: Fawad",https://tribune.com.pk/story/2337447/maryam-should-seek-nation-medias-forgiveness-over-leaked-audio-clip-fawad
Tribune,PPP announces anti-govt long march from next month,https://tribune.com.pk/story/2337445/ppp-announces-anti-govt-long-march-from-next-month
Tribune,‘No lockdown in offing’ despite Covid surge,https://tribune.com.pk/story/2337477/no-lockdown-in-offing-despite-covid-surge
Tribune,'Largest ever' haul of heroin worth Rs1.5b recovered at Torkham border,https://tribune.com.pk/story/2337455/largest-ever-haul-of-heroin-worth-rs15b-recovered-at-torkham-border
Tribune,President Arif Alvi tests positive for Covid-19 again,https://tribune.com.pk/story/2337449/president-arif-alvi-tests-positive-for-covid-19-again
Tribune,PM to visit China early next month,https://tribune.com.pk/story/2337394/pm-to-visit-china-early-next-month
Tribune,Shah Mahmood Qureshi appointed PTI vice-chairman,https://tribune.com.pk/story/2337474/shah-mahmood-qureshi-appointed-pti-vice-chairman
Tribune,Customs liquor haul exposes supply network,https://tribune.com.pk/story/2337458/customs-liquor-haul-exposes-supply-network
Tribune,Nawaz Sharif not ready to make any 'deal’: Rana Sanaullah,https://tribune.com.pk/story/2337452/nawaz-sharif-not-ready-to-make-any-deal-rana-sanaullah
Tribune,"Usman Mukhtar, Ushna Shah to star in upcoming crime thriller",https://tribune.com.pk/story/2337412/usman-mukhtar-ushna-shah-to-star-in-upcoming-crime-thriller
Tribune,From international cuisines to desi fusions: Karachi Eat begins from January 14,https://tribune.com.pk/story/2337429/from-international-cuisines-to-desi-fusions-karachi-eat-begins-from-january-14
Tribune,Abdullah Siddiqui was Coke Studio's best kept secret this year,https://tribune.com.pk/story/2337421/abdullah-siddiqui-was-coke-studios-best-kept-secret-this-year
Tribune,Javed Akhtar wants forgiveness for 'teenager' auctioning Muslim women online,https://tribune.com.pk/story/2337416/javed-akhtar-wants-forgiveness-for-teenager-auctioning-muslim-women-online
Tribune,2022 is all set to be the year of sequels for Bollywood,https://tribune.com.pk/story/2337424/2022-is-all-set-to-be-the-year-of-sequels-for-bollywood
Tribune,Market watch: KSE-100 snaps seven day winning streak,https://tribune.com.pk/story/2337448/market-watch-kse-100-snaps-seven-day-winning-streak
Tribune,Foreign exchange: SBP reserves fall $169m to $17.69b,https://tribune.com.pk/story/2337442/foreign-exchange-sbp-reserves-fall-169m-to-1769b
Tribune,"Oil extends rally on Kazakhstan unrest, Libyan outages",https://tribune.com.pk/story/2337444/oil-extends-rally-on-kazakhstan-unrest-libyan-outages
Tribune,PAC directs DISCOs to control transmission losses,https://tribune.com.pk/story/2337406/pac-directs-discos-to-control-transmission-losses
Tribune,Pakistan eyeing to boost cell phone exports,https://tribune.com.pk/story/2337404/pakistan-eyeing-to-boost-cell-phone-exports
Tribune,IIOJK's war orphans suffer in isolation and pain,https://tribune.com.pk/story/2337434/iiojks-war-orphans-suffer-in-isolation-and-pain
Tribune,"Pakistan-Iran-Turkiye cargo train reaches Ankara, restarting route after 10 years",https://tribune.com.pk/story/2337432/pakistan-iran-turkiye-cargo-train-reaches-ankara-restarting-route-after-10-years
Tribune,Iraqi women boxers aim sucker punch at gender taboos,https://tribune.com.pk/story/2337430/iraqi-women-boxers-aim-sucker-punch-at-gender-taboos
Tribune,Series of rocket attacks target military bases near Baghdad airport,https://tribune.com.pk/story/2337417/series-of-rocket-attacks-target-military-bases-near-baghdad-airport
Tribune,George Floyd's four-year-old niece shot at home while sleeping,https://tribune.com.pk/story/2337451/george-floyds-four-year-old-niece-shot-at-home-while-sleeping
Tribune,Google Maps helps Italian police capture mafia fugitive,https://tribune.com.pk/story/2337426/google-maps-helps-italian-police-capture-mafia-fugitive
Tribune,China turns on nuclear-powered 'artificial sun',https://tribune.com.pk/story/2337425/china-turns-on-nuclear-powered-artificial-sun-1
Tribune,Bitcoin ether near multi-month lows following hawkish Fed minutes,https://tribune.com.pk/story/2337411/bitcoin-ether-near-multi-month-lows-following-hawkish-fed-minutes
Tribune,"Honda China JV announces 120,000 units-a-year EV factory",https://tribune.com.pk/story/2337409/honda-china-jv-announces-120000-units-a-year-ev-factory
Tribune,"Rizwan, Shaheen amongst winners of PCB Awards 2021",https://tribune.com.pk/story/2337453/rizwan-shaheen-amongst-winners-of-pcb-awards-2021
Tribune,Mali eye strong AFCON showing,https://tribune.com.pk/story/2337443/mali-eye-strong-afcon-showing
Tribune,Nadal makes winning return in Melbourne,https://tribune.com.pk/story/2337441/nadal-makes-winning-return-in-melbourne
Tribune,Medvedev fires Russia into ATP Cup semis,https://tribune.com.pk/story/2337439/medvedev-fires-russia-into-atp-cup-semis
Tribune,Chelsea seize control of League Cup semi-final,https://tribune.com.pk/story/2337436/chelsea-seize-control-of-league-cup-semi-final
Tribune,Govt to convene NA session on mini-budget on Jan 10,https://tribune.com.pk/story/2337428/govt-to-convene-na-session-on-mini-budget-on-jan-10
Tribune,NAB tells PAC PM asked chairman to not appear before any committee,https://tribune.com.pk/story/2337440/nab-tells-pac-pm-asked-chairman-to-not-appear-before-any-committee
Tribune,"PM Imran meets Maulana Tariq Jameel, discusses NRA's role",https://tribune.com.pk/story/2337450/pm-imran-meets-maulana-tariq-jameel-discusses-nras-role
Tribune,"PM congratulates communications ministry, NHA for saving public money",https://tribune.com.pk/story/2337407/pm-congratulates-communications-ministry-nha-for-saving-public-money
Tribune,PTI’s foreign funding,https://tribune.com.pk/story/2337308/ptis-foreign-funding
Tribune,Historic buildings,https://tribune.com.pk/story/2337310/historic-buildings
Tribune,MoU on climate,https://tribune.com.pk/story/2337312/mou-on-climate
Tribune,Pakistan and Bangladesh: strategic consonance,https://tribune.com.pk/story/2337300/pakistan-and-bangladesh-strategic-consonance
Tribune,Letter from Italy: new year under Covid shadow,https://tribune.com.pk/story/2337302/letter-from-italy-new-year-under-covid-shadow
Tribune,Afghanistan and the Durand Line,https://tribune.com.pk/story/2337304/afghanistan-and-the-durand-line
Tribune,PTI ‘vindicated’ in foreign funding case,https://tribune.com.pk/story/2337127/pti-vindicated-in-foreign-funding-case
Tribune,ECC approves import of fertiliser from China: Fawad,https://tribune.com.pk/story/2337405/ecc-approves-import-of-fertiliser-from-china-fawad
Tribune,PPP mulling no-confidence motion against PM Imran,https://tribune.com.pk/story/2337408/ppp-mulling-no-confidence-motion-against-pm-imran
Dawn,Senior TTP leader Khurasani killed in Afghanistan's Nangarhar: sources,https://www.dawn.com/news/1668702/senior-ttp-leader-khurasani-killed-in-afghanistans-nangarhar-sources
